,cluster_id,svc_name,method,path,trace_id,span_id,parent_span_id,st,et,rt,xt,ct,call_size,inflight_dict,rps_dict
4983,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,9036d092c82698b878fb4635a94c61e9,de4c3d9ceeefaa45,15b65f46f97bd88b,1714287796236,1714287796242,6,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:155|
5056,us-west-1,frontend,POST,/cart/checkout,9036d092c82698b878fb4635a94c61e9,3f9468289a745301,78fb4635a94c61e9,1714287796223,1714287796966,743,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:176|
5065,us-west-1,sslateingress,POST,/cart/checkout,9036d092c82698b878fb4635a94c61e9,78fb4635a94c61e9,,1714287796218,1714287796973,755,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:166|
5070,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,9036d092c82698b878fb4635a94c61e9,15b65f46f97bd88b,3f9468289a745301,1714287796231,1714287796722,491,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:168|
5175,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,9036d092c82698b878fb4635a94c61e9,3f16bb56a8667140,3f9468289a745301,1714287796925,1714287796959,34,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:18446744073709551313|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:18446744073709551402|,currencyservice@POST@/hipstershop.CurrencyService/Convert:218|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:206|
5228,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,9036d092c82698b878fb4635a94c61e9,07be22a2c8c2b1d4,15b65f46f97bd88b,1714287796681,1714287796688,7,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:134|
5291,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,9036d092c82698b878fb4635a94c61e9,2e64ccb9c533d9e6,15b65f46f97bd88b,1714287796621,1714287796627,6,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:169|
5378,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,2c9731a5f78034753f947ea34130a68c,c5b1fc9f9e7c95a2,c3afbfc5b921989c,1714287797579,1714287797619,40,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:2|,paymentservice@POST@/hipstershop.PaymentService/Charge:192|
5462,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,9036d092c82698b878fb4635a94c61e9,78fd762dc4c87696,3f9468289a745301,1714287796771,1714287796873,102,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:2|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:166|
5609,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,2c9731a5f78034753f947ea34130a68c,9b7a0bdc1327e8ac,b7f3023a3e6a0585,1714287797754,1714287797769,15,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:253|
5625,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,2c9731a5f78034753f947ea34130a68c,94b420cedac715e0,c3afbfc5b921989c,1714287797282,1714287797291,9,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:253|
5670,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,2c9731a5f78034753f947ea34130a68c,7fbbfb7ab68a458b,c3afbfc5b921989c,1714287797730,1714287797736,6,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:2|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:241|
5763,us-west-1,frontend,POST,/cart/checkout,2c9731a5f78034753f947ea34130a68c,b7f3023a3e6a0585,3f947ea34130a68c,1714287797269,1714287797904,635,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:256|
5770,us-west-1,sslateingress,POST,/cart/checkout,2c9731a5f78034753f947ea34130a68c,3f947ea34130a68c,,1714287797245,1714287797907,662,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:252|
5777,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,2c9731a5f78034753f947ea34130a68c,c3afbfc5b921989c,b7f3023a3e6a0585,1714287797275,1714287797743,468,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:239|
6027,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,2c9731a5f78034753f947ea34130a68c,92e7436915dee4ea,b7f3023a3e6a0585,1714287797773,1714287797881,108,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:1|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:18446744073709551226|,currencyservice@POST@/hipstershop.CurrencyService/Convert:231|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:250|
6055,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,2c9731a5f78034753f947ea34130a68c,e4a39b1bdbcc1c99,c3afbfc5b921989c,1714287797665,1714287797670,5,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:235|
7463,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,74b65f9b95237218dbc3e2b903db9465,49fe3b88be39114b,51813ca7c69cf770,1714287800397,1714287800409,12,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:2|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:256|
7521,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,74b65f9b95237218dbc3e2b903db9465,7c6cd74596e8bdfb,51813ca7c69cf770,1714287800346,1714287800365,19,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:2|,paymentservice@POST@/hipstershop.PaymentService/Charge:273|
7614,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,74b65f9b95237218dbc3e2b903db9465,6a9da6292855b886,ae85bbecad835ade,1714287800465,1714287800485,20,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:268|
7661,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,74b65f9b95237218dbc3e2b903db9465,e6ead7ff83d12dc8,51813ca7c69cf770,1714287800253,1714287800273,20,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:247|
7773,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,74b65f9b95237218dbc3e2b903db9465,862520c2504aa10c,51813ca7c69cf770,1714287800437,1714287800444,7,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:264|
7788,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,78a9cd5cc020beb565d04a6a8d95da00,6a499b4a70588243,8793f09675ba38ee,1714287800853,1714287800863,10,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:230|
7808,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,78a9cd5cc020beb565d04a6a8d95da00,e684ee3780f9b19b,8793f09675ba38ee,1714287800972,1714287800977,5,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:248|
7842,us-west-1,frontend,POST,/cart/checkout,74b65f9b95237218dbc3e2b903db9465,ae85bbecad835ade,dbc3e2b903db9465,1714287800227,1714287800560,333,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:271|
7862,us-west-1,sslateingress,POST,/cart/checkout,78a9cd5cc020beb565d04a6a8d95da00,65d04a6a8d95da00,,1714287800828,1714287801067,239,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:239|
7865,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,74b65f9b95237218dbc3e2b903db9465,51813ca7c69cf770,ae85bbecad835ade,1714287800237,1714287800456,219,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:256|
7878,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,78a9cd5cc020beb565d04a6a8d95da00,8793f09675ba38ee,0efbe224b563d7ad,1714287800850,1714287800991,141,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:230|
7904,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,74b65f9b95237218dbc3e2b903db9465,f635dc822c98dbd2,ae85bbecad835ade,1714287800493,1714287800553,60,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:2|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:1|,currencyservice@POST@/hipstershop.CurrencyService/Convert:250|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:292|
7946,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,78a9cd5cc020beb565d04a6a8d95da00,04caf6c9c3ed167b,8793f09675ba38ee,1714287800946,1714287800952,6,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:270|
7950,us-west-1,sslateingress,POST,/cart/checkout,74b65f9b95237218dbc3e2b903db9465,dbc3e2b903db9465,,1714287800225,1714287800574,349,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:250|
7972,us-west-1,frontend,POST,/cart/checkout,78a9cd5cc020beb565d04a6a8d95da00,0efbe224b563d7ad,65d04a6a8d95da00,1714287800832,1714287801064,232,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:239|
8015,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,78a9cd5cc020beb565d04a6a8d95da00,4f9275f5c20a7244,0efbe224b563d7ad,1714287801018,1714287801039,21,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:260|
8074,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,78a9cd5cc020beb565d04a6a8d95da00,c6d1e0840608f072,0efbe224b563d7ad,1714287801052,1714287801060,8,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:0|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:18446744073709550466|,currencyservice@POST@/hipstershop.CurrencyService/Convert:228|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:240|
8159,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,a4df7efef3370a2e97231febae446a1a,957408d98ece5458,396912d853ac2671,1714287801404,1714287801424,20,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:2|,paymentservice@POST@/hipstershop.PaymentService/Charge:259|
8165,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,78a9cd5cc020beb565d04a6a8d95da00,d7a7e51dcd2727c5,8793f09675ba38ee,1714287800893,1714287800918,25,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:261|
8241,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,a4df7efef3370a2e97231febae446a1a,dacdc1e9151e9ba1,396912d853ac2671,1714287801439,1714287801443,4,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:2|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:256|
8273,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,a4df7efef3370a2e97231febae446a1a,70a662dc99e47a7f,c2962de33b438bed,1714287801501,1714287801540,39,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:2|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:254|
8298,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,a4df7efef3370a2e97231febae446a1a,396912d853ac2671,c2962de33b438bed,1714287801316,1714287801490,174,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:2|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:256|
8324,us-west-1,frontend,POST,/cart/checkout,a4df7efef3370a2e97231febae446a1a,c2962de33b438bed,97231febae446a1a,1714287801307,1714287801624,317,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:245|
8411,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,a4df7efef3370a2e97231febae446a1a,bd6a2aa29f500536,396912d853ac2671,1714287801467,1714287801477,10,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:245|
8460,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,a4df7efef3370a2e97231febae446a1a,8d28cba0cc65c195,396912d853ac2671,1714287801320,1714287801327,7,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:2|,cartservice@POST@/hipstershop.CartService/GetCart:240|
8639,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,a4df7efef3370a2e97231febae446a1a,ac88e43a37e64e6d,c2962de33b438bed,1714287801546,1714287801620,74,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:1|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:1|,currencyservice@POST@/hipstershop.CurrencyService/Convert:256|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:251|
8703,us-west-1,sslateingress,POST,/cart/checkout,a4df7efef3370a2e97231febae446a1a,97231febae446a1a,,1714287801296,1714287801627,331,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:248|
8902,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,6149ed59d8ab983c6b2a9e033f9f6590,7cc21f1f1c17c7c3,7c12f30c9897ae3c,1714287802419,1714287802421,2,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:244|
8916,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,6149ed59d8ab983c6b2a9e033f9f6590,7c12f30c9897ae3c,4de35332cbc9b868,1714287802309,1714287802469,160,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:233|
9040,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,6149ed59d8ab983c6b2a9e033f9f6590,011360292fa37842,4de35332cbc9b868,1714287802475,1714287802518,43,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:260|
9092,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,6149ed59d8ab983c6b2a9e033f9f6590,8f3af42eb609efe1,7c12f30c9897ae3c,1714287802314,1714287802320,6,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:260|
9115,us-west-1,sslateingress,POST,/cart/checkout,6149ed59d8ab983c6b2a9e033f9f6590,6b2a9e033f9f6590,,1714287802293,1714287802543,250,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:249|
9155,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,6149ed59d8ab983c6b2a9e033f9f6590,aa97e3d018ba470c,7c12f30c9897ae3c,1714287802441,1714287802455,14,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:275|
9202,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,6149ed59d8ab983c6b2a9e033f9f6590,9086c80b86cbc82d,7c12f30c9897ae3c,1714287802380,1714287802388,8,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:243|
9283,us-west-1,frontend,POST,/cart/checkout,6149ed59d8ab983c6b2a9e033f9f6590,4de35332cbc9b868,6b2a9e033f9f6590,1714287802296,1714287802535,239,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:252|
9549,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,6149ed59d8ab983c6b2a9e033f9f6590,add72cb32676c985,4de35332cbc9b868,1714287802526,1714287802532,6,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:1|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:18446744073709550125|,currencyservice@POST@/hipstershop.CurrencyService/Convert:273|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:260|
10243,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,2fdc74e6b0583ff42f7a1f4d01a0f943,79fb6aec3847b97e,78769bcd78dd3892,1714287804244,1714287804246,2,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:231|
10245,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,1585b1493ec76cd0f02917cf6608e0a4,674806ef0412fbef,bb0fcf550a9d8ceb,1714287804320,1714287804322,2,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:233|
10256,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,2fdc74e6b0583ff42f7a1f4d01a0f943,4a32f0357c0a1d53,78769bcd78dd3892,1714287804179,1714287804184,5,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:234|
10305,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,2fdc74e6b0583ff42f7a1f4d01a0f943,78769bcd78dd3892,461862621c382356,1714287804175,1714287804253,78,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:217|
10309,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,72a2b9f541ee659e92d7de64a212cc5c,505771b6d7f31e46,1270c8c69c52991b,1714287804321,1714287804389,68,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:2|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:214|
10360,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,2fdc74e6b0583ff42f7a1f4d01a0f943,3f08c49a2031612b,78769bcd78dd3892,1714287804213,1714287804215,2,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:241|
10365,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,72a2b9f541ee659e92d7de64a212cc5c,4066705b65b4ec9b,505771b6d7f31e46,1714287804359,1714287804362,3,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:247|
10416,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,72a2b9f541ee659e92d7de64a212cc5c,600b18d9db7bdb5a,505771b6d7f31e46,1714287804372,1714287804374,2,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:246|
10452,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,2fdc74e6b0583ff42f7a1f4d01a0f943,cb8768d6603b6066,461862621c382356,1714287804259,1714287804278,19,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:233|
10454,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,1585b1493ec76cd0f02917cf6608e0a4,8a0857e1f1eb0db4,f3f0768c80041c20,1714287804344,1714287804369,25,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:243|
