us-east-1,frontend,POST,/cart,0167872644431d22232e8317e6f7215d,e26c94b98f87a60e,232e8317e6f7215d,1725228651037,1725228651043,6,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:37|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0167872644431d22232e8317e6f7215d,232e8317e6f7215d,,1725228651036,1725228651044,8,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:37|,sslateingress@POST@/cart
us-east-1,sslateingress,POST,/cart,023c2d1ee17fe9fa28374ee6787a98b7,28374ee6787a98b7,,1725229145869,1725229145885,16,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:112|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,023c2d1ee17fe9fa28374ee6787a98b7,ad97e3a89184581f,e32504bba0a42676,1725229145873,1725229145874,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:113|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,023c2d1ee17fe9fa28374ee6787a98b7,fe0124b66c2d2298,e32504bba0a42676,1725229145876,1725229145882,6,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:113|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,023c2d1ee17fe9fa28374ee6787a98b7,e32504bba0a42676,28374ee6787a98b7,1725229145871,1725229145884,13,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:113|,frontend@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,030476c8a3b4a634d5639f08a20c6d14,6c3f7dec9abda0b0,0c87dfeff88e0e29,1725228748275,1725228748275,0,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:55|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,030476c8a3b4a634d5639f08a20c6d14,96636b63a83c5c72,0c87dfeff88e0e29,1725228748277,1725228748279,2,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:55|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,030476c8a3b4a634d5639f08a20c6d14,0c87dfeff88e0e29,d5639f08a20c6d14,1725228748274,1725228748279,5,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:55|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,030476c8a3b4a634d5639f08a20c6d14,d5639f08a20c6d14,,1725228748273,1725228748280,7,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:55|,sslateingress@POST@/cart
us-east-1,sslateingress,POST,/cart,038aebc96f149051144d9ba1ce927661,144d9ba1ce927661,,1725229121684,1725229121697,13,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:124|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,038aebc96f149051144d9ba1ce927661,2bac38e9910b2464,77ba34ea51d8860a,1725229121687,1725229121688,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:125|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,038aebc96f149051144d9ba1ce927661,3b08af3f57aec231,77ba34ea51d8860a,1725229121691,1725229121694,3,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:124|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,038aebc96f149051144d9ba1ce927661,77ba34ea51d8860a,144d9ba1ce927661,1725229121685,1725229121695,10,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:125|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0446b59ed0ba822399946e6b6d6bef4c,99946e6b6d6bef4c,,1725229443686,1725229443894,208,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:182|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0446b59ed0ba822399946e6b6d6bef4c,07aa633e56b545ca,35db457f2d60213c,1725229443792,1725229443799,7,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:187|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0446b59ed0ba822399946e6b6d6bef4c,740305c0389c8192,35db457f2d60213c,1725229443816,1725229443824,8,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:174|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0446b59ed0ba822399946e6b6d6bef4c,35db457f2d60213c,99946e6b6d6bef4c,1725229443687,1725229443885,198,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:182|,frontend@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0556d30855e58d9ea018a67555587db5,4fc4348d1d5a6a54,2b1f25a4a2b4e8c3,1725229571197,1725229571205,8,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:200|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0556d30855e58d9ea018a67555587db5,f9979e35d80f3a7e,2b1f25a4a2b4e8c3,1725229571290,1725229571299,9,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:210|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0556d30855e58d9ea018a67555587db5,2b1f25a4a2b4e8c3,a018a67555587db5,1725229571138,1725229571310,172,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:208|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0556d30855e58d9ea018a67555587db5,a018a67555587db5,,1725229571136,1725229571324,188,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:208|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0561bf96109466b61cb0e4c128201f9b,fcf023b8ce782309,803f63ad46f0178f,1725228996059,1725228996059,0,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:103|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0561bf96109466b61cb0e4c128201f9b,91709bff6b39e055,803f63ad46f0178f,1725228996061,1725228996062,1,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:103|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0561bf96109466b61cb0e4c128201f9b,803f63ad46f0178f,1cb0e4c128201f9b,1725228996058,1725228996063,5,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:103|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0561bf96109466b61cb0e4c128201f9b,1cb0e4c128201f9b,,1725228996057,1725228996064,7,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:103|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0682dfadab403d167ef1b81000653fbc,c5cc0005ee7e4e47,4edcf967a5bc350b,1725228921080,1725228921081,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:66|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0682dfadab403d167ef1b81000653fbc,2bcda5f5d10a1712,4edcf967a5bc350b,1725228921082,1725228921084,2,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:66|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0682dfadab403d167ef1b81000653fbc,4edcf967a5bc350b,7ef1b81000653fbc,1725228921079,1725228921086,7,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:66|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0682dfadab403d167ef1b81000653fbc,7ef1b81000653fbc,,1725228921078,1725228921086,8,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:66|,sslateingress@POST@/cart
us-east-1,sslateingress,POST,/cart,07a61e5c65454db4ec916686eadc5b35,ec916686eadc5b35,,1725229428906,1725229428918,12,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:182|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,07a61e5c65454db4ec916686eadc5b35,00e42a22606fe910,5119544b085b0c69,1725229428910,1725229428911,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:183|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,07a61e5c65454db4ec916686eadc5b35,5888ef9008119d9a,5119544b085b0c69,1725229428913,1725229428915,2,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:185|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,07a61e5c65454db4ec916686eadc5b35,5119544b085b0c69,ec916686eadc5b35,1725229428908,1725229428916,8,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:182|,frontend@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,07b0d41534b2f0f8926db20a77b3c6b2,a576f91c22300784,d412766af7474d7b,1725229075106,1725229075107,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:113|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,07b0d41534b2f0f8926db20a77b3c6b2,b716b54cd36267f0,d412766af7474d7b,1725229075108,1725229075110,2,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:113|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,07b0d41534b2f0f8926db20a77b3c6b2,d412766af7474d7b,926db20a77b3c6b2,1725229075105,1725229075111,6,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:113|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,07b0d41534b2f0f8926db20a77b3c6b2,926db20a77b3c6b2,,1725229075104,1725229075111,7,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:113|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,07c03ada7888164e37181eef68ac7eff,ba1c3a3376836edb,ad5d79a34eb99230,1725228940155,1725228940156,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:71|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,07c03ada7888164e37181eef68ac7eff,1e51ec02050a9be8,ad5d79a34eb99230,1725228940157,1725228940159,2,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:71|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,07c03ada7888164e37181eef68ac7eff,ad5d79a34eb99230,37181eef68ac7eff,1725228940154,1725228940160,6,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:71|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,07c03ada7888164e37181eef68ac7eff,37181eef68ac7eff,,1725228940153,1725228940161,8,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:71|,sslateingress@POST@/cart
us-east-1,sslateingress,POST,/cart,0894f896e8c4cadf705815d25d119bff,705815d25d119bff,,1725228917693,1725228917700,7,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:78|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0894f896e8c4cadf705815d25d119bff,ec256d245dc7d425,fc30bd1d99764bc2,1725228917695,1725228917695,0,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:78|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0894f896e8c4cadf705815d25d119bff,68e4fdad41f8b9a1,fc30bd1d99764bc2,1725228917696,1725228917698,2,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:78|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0894f896e8c4cadf705815d25d119bff,fc30bd1d99764bc2,705815d25d119bff,1725228917694,1725228917699,5,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:78|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0967f8070843e1c7d5604edf7aef0757,d5604edf7aef0757,,1725229341546,1725229341555,9,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:156|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0967f8070843e1c7d5604edf7aef0757,46cc0834d4b86c11,cf320ba9f32dc186,1725229341549,1725229341550,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:156|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0967f8070843e1c7d5604edf7aef0757,d47dba06f10c10bc,cf320ba9f32dc186,1725229341552,1725229341554,2,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:156|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0967f8070843e1c7d5604edf7aef0757,cf320ba9f32dc186,d5604edf7aef0757,1725229341548,1725229341555,7,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:156|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0a56ba64a419cf3f08d9f54d8996a384,08d9f54d8996a384,,1725228917785,1725228917795,10,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:80|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0a56ba64a419cf3f08d9f54d8996a384,419ef5a4407ba24c,75f23f02b4a492b1,1725228917788,1725228917789,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:80|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0a56ba64a419cf3f08d9f54d8996a384,9ad22a0dcb42d789,75f23f02b4a492b1,1725228917790,1725228917792,2,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:80|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0a56ba64a419cf3f08d9f54d8996a384,75f23f02b4a492b1,08d9f54d8996a384,1725228917786,1725228917793,7,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:80|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0a5b7923cf2e104ffbc6d99abb09707a,fbc6d99abb09707a,,1725229471828,1725229471921,93,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:167|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0a5b7923cf2e104ffbc6d99abb09707a,90cfeb09f2ee9ad7,c57401cb62f60745,1725229471887,1725229471891,4,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:187|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0a5b7923cf2e104ffbc6d99abb09707a,7af1fedb2159cc9a,c57401cb62f60745,1725229471903,1725229471909,6,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:188|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0a5b7923cf2e104ffbc6d99abb09707a,c57401cb62f60745,fbc6d99abb09707a,1725229471833,1725229471915,82,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:166|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0a882d84668d04bd5be8ddf4efa9de34,5be8ddf4efa9de34,,1725229124857,1725229124865,8,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:122|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0a882d84668d04bd5be8ddf4efa9de34,59b1d7adb865728f,7c16ec85a8e0bbf4,1725229124860,1725229124861,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:122|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0a882d84668d04bd5be8ddf4efa9de34,c5b4c497b11fef04,7c16ec85a8e0bbf4,1725229124862,1725229124864,2,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:122|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0a882d84668d04bd5be8ddf4efa9de34,7c16ec85a8e0bbf4,5be8ddf4efa9de34,1725229124858,1725229124865,7,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:122|,frontend@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0aeada2e5d798e39d09520305822c3c6,165c50c15a0f6df3,1056e1bf62b5bdec,1725229256352,1725229256353,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:149|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0aeada2e5d798e39d09520305822c3c6,e857c1bc13303c47,1056e1bf62b5bdec,1725229256354,1725229256355,1,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:149|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0aeada2e5d798e39d09520305822c3c6,1056e1bf62b5bdec,d09520305822c3c6,1725229256351,1725229256356,5,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:149|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0aeada2e5d798e39d09520305822c3c6,d09520305822c3c6,,1725229256350,1725229256357,7,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:149|,sslateingress@POST@/cart
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0b0e6b2d22715e63083966db37badc80,4f346c994c04f164,5a9942fe42ca8b44,1725229142476,1725229142481,5,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:129|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0b0e6b2d22715e63083966db37badc80,5a9942fe42ca8b44,083966db37badc80,1725229142473,1725229142482,9,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:129|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0b0e6b2d22715e63083966db37badc80,083966db37badc80,,1725229142472,1725229142483,11,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:129|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0b0e6b2d22715e63083966db37badc80,081784930c6949d4,5a9942fe42ca8b44,1725229142474,1725229142475,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:129|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0b2245f7d968f1c13d3ba9352e6c0ed1,253db3a9181b44c5,33848a1d96eadc17,1725229121142,1725229121143,1,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:121|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0b2245f7d968f1c13d3ba9352e6c0ed1,29f463de4ba1e222,33848a1d96eadc17,1725229121145,1725229121148,3,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:121|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0b2245f7d968f1c13d3ba9352e6c0ed1,33848a1d96eadc17,3d3ba9352e6c0ed1,1725229121140,1725229121149,9,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:121|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0b2245f7d968f1c13d3ba9352e6c0ed1,3d3ba9352e6c0ed1,,1725229121139,1725229121149,10,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:121|,sslateingress@POST@/cart
us-east-1,sslateingress,POST,/cart,0c3d76ad36ab32e899edc8aaa98d3559,99edc8aaa98d3559,,1725228924667,1725228924675,8,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:67|,sslateingress@POST@/cart
us-east-1,productcatalogservice,POST,/hipstershop.ProductCatalogService/GetProduct,0c3d76ad36ab32e899edc8aaa98d3559,c3dec19d7ef53238,f65fd04cc695bb59,1725228924669,1725228924671,2,0,0,-1,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:0|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct:67|,productcatalogservice@POST@/hipstershop.ProductCatalogService/GetProduct
us-east-1,cartservice,POST,/hipstershop.CartService/AddItem,0c3d76ad36ab32e899edc8aaa98d3559,b7efa573853720e7,f65fd04cc695bb59,1725228924672,1725228924674,2,0,0,-1,cartservice@POST@/hipstershop.CartService/AddItem:0|,cartservice@POST@/hipstershop.CartService/AddItem:67|,cartservice@POST@/hipstershop.CartService/AddItem
us-east-1,frontend,POST,/cart,0c3d76ad36ab32e899edc8aaa98d3559,f65fd04cc695bb59,99edc8aaa98d3559,1725228924668,1725228924675,7,0,0,-1,frontend@POST@/cart:0|,frontend@POST@/cart:67|,frontend@POST@/cart
us-east-1,sslateingress,POST,/cart,0c5355195114d7c027d3dc8f22f7f892,27d3dc8f22f7f892,,1725229015684,1725229015693,9,0,0,-1,sslateingress@POST@/cart:0|,sslateingress@POST@/cart:88|,sslateingress@POST@/cart
