,cluster_id,svc_name,method,path,trace_id,span_id,parent_span_id,st,et,rt,xt,ct,call_size,inflight_dict,rps_dict,endpoint
822,us-west-1,sslateingress,POST,/cart/checkout,0ce6a43bb8b83d459f840b87246b6df5,9f840b87246b6df5,,1727312036398,1727312036824,426,0,0,-1,sslateingress@POST@/cart/checkout:4|,sslateingress@POST@/cart/checkout:179|,sslateingress@POST@/cart/checkout
865,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,06f2cc43813b0a64f92d6e9fdeb876eb,4820acd7bac32f5b,852ce69eb6729b29,1727312036552,1727312036559,7,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:147|,cartservice@POST@/hipstershop.CartService/GetCart
915,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,0ce6a43bb8b83d459f840b87246b6df5,16778ca96c8d2169,f5235edf8b1ee904,1727312036661,1727312036667,6,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:122|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation
917,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,06f2cc43813b0a64f92d6e9fdeb876eb,20ada86b16e9104a,852ce69eb6729b29,1727312036677,1727312036682,5,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:125|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation
1001,us-west-1,frontend,POST,/cart/checkout,06f2cc43813b0a64f92d6e9fdeb876eb,106f3d813e2ba303,f92d6e9fdeb876eb,1727312036493,1727312036782,289,0,0,-1,frontend@POST@/cart/checkout:2|,frontend@POST@/cart/checkout:166|,frontend@POST@/cart/checkout
1041,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,0ce6a43bb8b83d459f840b87246b6df5,a92d5f6bad6d0558,f5235edf8b1ee904,1727312036627,1727312036629,2,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:123|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder
1084,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,06f2cc43813b0a64f92d6e9fdeb876eb,bc7ce106663f5d92,852ce69eb6729b29,1727312036651,1727312036654,3,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:126|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder
1106,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,06f2cc43813b0a64f92d6e9fdeb876eb,852ce69eb6729b29,106f3d813e2ba303,1727312036540,1727312036685,145,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:147|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder
1125,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,0ce6a43bb8b83d459f840b87246b6df5,effeaa1a25fc781a,60a22c477fd3aeea,1727312036719,1727312036767,48,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:3|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:115|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations
12820,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,db77dbe8cf0b50617c2692f21b61c255,3390f2f556822747,346ecf88b297e28d,1727312048276,1727312048290,14,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:199|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation
12889,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,db77dbe8cf0b50617c2692f21b61c255,ad5e9cc64ec23a95,346ecf88b297e28d,1727312047918,1727312047924,6,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:277|,cartservice@POST@/hipstershop.CartService/GetCart
13095,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,db77dbe8cf0b50617c2692f21b61c255,e4e1be172d828ec5,346ecf88b297e28d,1727312048059,1727312048067,8,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:2|,paymentservice@POST@/hipstershop.PaymentService/Charge:219|,paymentservice@POST@/hipstershop.PaymentService/Charge
13163,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,eee2e3b5c770b488119419bee499fc9a,d1be896465bd02fb,d6e6d8edc27e7bde,1727312048389,1727312048391,2,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:2|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:272|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder
13199,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,db77dbe8cf0b50617c2692f21b61c255,346ecf88b297e28d,5674d3f95f74b3a6,1727312047914,1727312048310,396,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:248|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder
13311,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,eee2e3b5c770b488119419bee499fc9a,4678708d46930855,d6e6d8edc27e7bde,1727312048248,1727312048257,9,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:2|,cartservice@POST@/hipstershop.CartService/GetCart:266|,cartservice@POST@/hipstershop.CartService/GetCart
13412,us-west-1,sslateingress,POST,/cart/checkout,db77dbe8cf0b50617c2692f21b61c255,7c2692f21b61c255,,1727312047886,1727312048556,670,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:244|,sslateingress@POST@/cart/checkout
13423,us-west-1,sslateingress,POST,/cart/checkout,eee2e3b5c770b488119419bee499fc9a,119419bee499fc9a,,1727312048220,1727312048708,488,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:243|,sslateingress@POST@/cart/checkout
13424,us-west-1,frontend,POST,/cart/checkout,db77dbe8cf0b50617c2692f21b61c255,5674d3f95f74b3a6,7c2692f21b61c255,1727312047897,1727312048552,655,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:250|,frontend@POST@/cart/checkout
13448,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,eee2e3b5c770b488119419bee499fc9a,d6e6d8edc27e7bde,ce8e34552684f759,1727312048229,1727312048558,329,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:2|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:251|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder
13457,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,f26360d19f5a05f542b604b36c90effd,dbd48bb7d0966101,c9839f0d21559afc,1727312048634,1727312048751,117,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:3|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:254|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder
13488,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,f26360d19f5a05f542b604b36c90effd,4c51dbfcb570474a,dbd48bb7d0966101,1727312048647,1727312048666,19,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:222|,cartservice@POST@/hipstershop.CartService/GetCart
13635,us-west-1,frontend,POST,/cart/checkout,eee2e3b5c770b488119419bee499fc9a,ce8e34552684f759,119419bee499fc9a,1727312048225,1727312048702,477,0,0,-1,frontend@POST@/cart/checkout:2|,frontend@POST@/cart/checkout:254|,frontend@POST@/cart/checkout
13657,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,db77dbe8cf0b50617c2692f21b61c255,18a0ef43cabf140f,5674d3f95f74b3a6,1727312048369,1727312048537,168,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:256|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations
13665,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,eee2e3b5c770b488119419bee499fc9a,424a62d44681d1a2,ce8e34552684f759,1727312048588,1727312048690,102,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:219|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations
13744,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,eee2e3b5c770b488119419bee499fc9a,27c5a951d4ac646f,d6e6d8edc27e7bde,1727312048307,1727312048356,49,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:12|,paymentservice@POST@/hipstershop.PaymentService/Charge:261|,paymentservice@POST@/hipstershop.PaymentService/Charge
13761,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,f26360d19f5a05f542b604b36c90effd,c431091e75682f6a,dbd48bb7d0966101,1727312048687,1727312048690,3,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:302|,paymentservice@POST@/hipstershop.PaymentService/Charge
13830,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,db77dbe8cf0b50617c2692f21b61c255,f1f89fa40cb82837,346ecf88b297e28d,1727312048139,1727312048152,13,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:18446744073709549460|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:232|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder
13993,us-west-1,frontend,POST,/cart/checkout,f26360d19f5a05f542b604b36c90effd,c9839f0d21559afc,42b604b36c90effd,1727312048592,1727312048856,264,0,0,-1,frontend@POST@/cart/checkout:2|,frontend@POST@/cart/checkout:254|,frontend@POST@/cart/checkout
14087,us-west-1,sslateingress,POST,/cart/checkout,f26360d19f5a05f542b604b36c90effd,42b604b36c90effd,,1727312048583,1727312048872,289,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:252|,sslateingress@POST@/cart/checkout
14217,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,d3dbc43d359a2c93517e4b4c55ff1c2c,51e9026918bbe6b9,1e52f7a1f7a19010,1727312049095,1727312049109,14,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:238|,cartservice@POST@/hipstershop.CartService/GetCart
14291,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,eee2e3b5c770b488119419bee499fc9a,e304ed4c4e54d323,d6e6d8edc27e7bde,1727312048468,1727312048486,18,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:18446744073709549491|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:191|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation
14310,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,f26360d19f5a05f542b604b36c90effd,849fb81250fcf351,dbd48bb7d0966101,1727312048728,1727312048744,16,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:18446744073709549448|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:230|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation
14329,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,d3dbc43d359a2c93517e4b4c55ff1c2c,fda2c4fad3e94c16,1e52f7a1f7a19010,1727312049155,1727312049164,9,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:18446744073709549348|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:240|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation
14439,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,d3dbc43d359a2c93517e4b4c55ff1c2c,daa70259adfd776b,1e52f7a1f7a19010,1727312049130,1727312049133,3,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:245|,paymentservice@POST@/hipstershop.PaymentService/Charge
14460,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,f26360d19f5a05f542b604b36c90effd,7c30cda8d8fac903,dbd48bb7d0966101,1727312048704,1727312048705,1,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:235|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder
14475,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,d3dbc43d359a2c93517e4b4c55ff1c2c,b9ffa075ac0ac847,1e52f7a1f7a19010,1727312049145,1727312049146,1,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:2|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:267|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder
14502,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,d3dbc43d359a2c93517e4b4c55ff1c2c,1e52f7a1f7a19010,3ed0e3683f585cac,1727312049081,1727312049179,98,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:2|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:232|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder
14545,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,f26360d19f5a05f542b604b36c90effd,5b39e454420d646e,c9839f0d21559afc,1727312048804,1727312048846,42,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:4|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:205|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations
14718,us-west-1,sslateingress,POST,/cart/checkout,d3dbc43d359a2c93517e4b4c55ff1c2c,517e4b4c55ff1c2c,,1727312049045,1727312049662,617,0,0,-1,sslateingress@POST@/cart/checkout:3|,sslateingress@POST@/cart/checkout:248|,sslateingress@POST@/cart/checkout
14872,us-west-1,frontend,POST,/cart/checkout,d3dbc43d359a2c93517e4b4c55ff1c2c,3ed0e3683f585cac,517e4b4c55ff1c2c,1727312049049,1727312049648,599,0,0,-1,frontend@POST@/cart/checkout:2|,frontend@POST@/cart/checkout:244|,frontend@POST@/cart/checkout
15036,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,d3dbc43d359a2c93517e4b4c55ff1c2c,767bcc28bdbab076,3ed0e3683f585cac,1727312049250,1727312049638,388,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:326|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations
17233,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,7c01183f28dd2a12a69e4046a283ab3b,398fcbc7c11c0a9b,c81f03dedfe9cb72,1727312051434,1727312051458,24,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:113|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations
17325,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,24d3b5852a2bf9cd2ff469ca823fa628,1d2cabf309211249,d77413ce8e1bc551,1727312051547,1727312051557,10,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:271|,cartservice@POST@/hipstershop.CartService/GetCart
17433,us-west-1,sslateingress,POST,/cart/checkout,7c01183f28dd2a12a69e4046a283ab3b,a69e4046a283ab3b,,1727312051208,1727312051500,292,0,0,-1,sslateingress@POST@/cart/checkout:2|,sslateingress@POST@/cart/checkout:250|,sslateingress@POST@/cart/checkout
17449,us-west-1,frontend,POST,/cart/checkout,7c01183f28dd2a12a69e4046a283ab3b,c81f03dedfe9cb72,a69e4046a283ab3b,1727312051244,1727312051464,220,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:263|,frontend@POST@/cart/checkout
17472,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,7c01183f28dd2a12a69e4046a283ab3b,a61c8e768253ce0e,c81f03dedfe9cb72,1727312051252,1727312051408,156,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:3|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:274|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder
17479,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,88ba7c52cc5c461ba30a037d027ab36b,bd22e49935e28cb9,5197137b70183b30,1727312051578,1727312051669,91,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:246|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder
17518,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,7c01183f28dd2a12a69e4046a283ab3b,47be0e09f69eae0c,a61c8e768253ce0e,1727312051257,1727312051262,5,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:283|,cartservice@POST@/hipstershop.CartService/GetCart
17580,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,7c01183f28dd2a12a69e4046a283ab3b,bbb72dbf8352c33a,a61c8e768253ce0e,1727312051351,1727312051353,2,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:306|,paymentservice@POST@/hipstershop.PaymentService/Charge
17661,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,88ba7c52cc5c461ba30a037d027ab36b,22fa0e47f07b679c,5197137b70183b30,1727312051682,1727312051797,115,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:223|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations
17678,us-west-1,frontend,POST,/cart/checkout,24d3b5852a2bf9cd2ff469ca823fa628,79c9fed5baa196c0,2ff469ca823fa628,1727312051487,1727312051758,271,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:255|,frontend@POST@/cart/checkout
17679,us-west-1,frontend,POST,/cart/checkout,88ba7c52cc5c461ba30a037d027ab36b,5197137b70183b30,a30a037d027ab36b,1727312051562,1727312051801,239,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:248|,frontend@POST@/cart/checkout
